timestamp,open,high,low,close,volume,log_return,atr_14,close_zscore_50,cvd,cvd_trend,volume_zscore_24
2025-05-05 17:00:00,94160.4,94586.0,94010.6,94448.7,2739.085,0.0030571189251954716,457.4785714285733,-0.9230385503612017,1372.3986887382966,-666.1076223526103,-0.2853810033969395
2025-05-05 18:00:00,94448.7,94880.8,94389.0,94693.2,3740.45,0.002585361955108232,461.51428571428863,-0.5800421749366301,1859.5771146807535,-357.6023157344865,0.09596138939052502
2025-05-05 19:00:00,94693.2,94855.0,94236.4,94306.2,2719.646,-0.004095256819532162,467.15714285714574,-1.0414840011980462,-1701.4274199805852,-171.08177065055276,-0.40225117768612745
2025-05-05 20:00:00,94306.2,94320.0,93801.0,94193.7,2887.14,-0.001193634727203195,488.34285714285943,-1.143263426059355,-625.8251445086705,-338.8829817462632,-0.3671107194154863
2025-05-05 21:00:00,94193.7,94786.2,94186.2,94662.4,2894.647,0.004963577689932285,509.5785714285729,-0.49817200537338185,2261.2017481666526,28.230280291553118,-0.4250331225127495
2025-05-05 22:00:00,94662.4,95149.0,94662.3,94999.9,3744.34,0.0035589609135487014,522.192857142858,-0.009283064030681734,2596.496301623192,42.78391680844288,0.04653826789303785
2025-05-05 23:00:00,94999.9,95091.9,94680.0,94698.7,1745.226,-0.003175566431317174,539.4071428571436,-0.3964294027769129,-1276.188568099059,69.86705234210498,-0.9012025780146967
2025-05-06 00:00:00,94698.7,94748.0,94371.7,94553.7,1810.369,-0.0015323454642864683,529.221428571429,-0.5732370927082117,-697.5910310922083,-49.74451961223336,-0.8114541177749535
2025-05-06 01:00:00,94553.7,94876.6,94260.0,94260.0,2450.919,-0.003111005577219448,544.8785714285716,-0.9658146637164913,-1167.4260627635194,-166.241309333062,-0.4142195907209827
2025-05-06 02:00:00,94260.0,94366.2,93970.0,94281.2,3213.25,0.00022488453546857008,541.7571428571433,-0.8984934799305068,171.93563856635828,-167.67970557470665,0.08049775767843247
2025-05-06 03:00:00,94281.2,94464.0,94180.0,94417.0,1249.633,0.0014393356528530892,509.1857142857147,-0.6651420391043048,597.5357795774776,-137.44653965497042,-1.0231096496778573
2025-05-06 04:00:00,94417.0,94542.0,94300.5,94536.6,796.688,0.0012659194211924693,466.4357142857147,-0.45134150586378013,394.5502476190668,-67.43192093735027,-1.2214125052733042
2025-05-06 05:00:00,94536.6,94564.5,94253.3,94291.4,984.529,-0.002597073927792491,461.7999999999998,-0.8030666613838208,-775.7278624679104,-108.77824437086952,-1.0708073349633067
